season,yr,mnth,hr,holiday,weekday,workingday,temp,hum,windspeed,casual,cnt
2,0,4,12,0,1,1,0.6,0.73,0.3284,37,134
2,0,4,13,0,1,1,0.64,0.69,0.4179,62,139
2,0,4,14,0,1,1,0.72,0.54,0.3582,60,145
2,0,4,15,0,1,1,0.74,0.48,0.5224,56,141
2,0,4,16,0,1,1,0.74,0.48,0.5224,73,235
2,0,4,17,0,1,1,0.74,0.48,0.5224,100,452
2,0,4,18,0,1,1,0.72,0.51,0.3881,93,383
2,0,4,19,0,1,1,0.72,0.51,0.4478,73,284
2,0,4,20,0,1,1,0.68,0.57,0.5224,44,166
2,0,4,21,0,1,1,0.66,0.61,0.2537,39,158
2,0,4,22,0,1,1,0.64,0.5,0.2836,25,91
2,0,4,23,0,1,1,0.58,0.6,0,16,54
2,0,4,0,0,2,1,0.62,0.5,0.1045,11,24
2,0,4,1,0,2,1,0.62,0.5,0.0896,6,13
2,0,4,2,0,2,1,0.6,0.53,0.1343,7,14
2,0,4,3,0,2,1,0.58,0.56,0.1343,0,1
2,0,4,4,0,2,1,0.56,0.64,0.1343,4,6
2,0,4,5,0,2,1,0.54,0.68,0.1343,1,16
2,0,4,6,0,2,1,0.54,0.68,0.2836,3,58
2,0,4,7,0,2,1,0.54,0.68,0.2239,12,189
2,0,4,8,0,2,1,0.48,0.88,0.3881,15,226
2,0,4,9,0,2,1,0.46,0.94,0.4925,4,54
2,0,4,10,0,2,1,0.5,0.82,0.4179,6,40
2,0,4,11,0,2,1,0.52,0.77,0.3582,11,49
2,0,4,12,0,2,1,0.56,0.64,0.4627,9,92
2,0,4,13,0,2,1,0.54,0.68,0.2836,22,106
2,0,4,14,0,2,1,0.5,0.82,0.2836,16,44
2,0,4,15,0,2,1,0.48,0.77,0.5224,24,78
2,0,4,16,0,2,1,0.48,0.77,0.3881,19,99
2,0,4,17,0,2,1,0.44,0.77,0.2239,29,291
2,0,4,18,0,2,1,0.44,0.77,0.2239,21,224
2,0,4,19,0,2,1,0.42,0.82,0.2836,3,130
2,0,4,20,0,2,1,0.42,0.82,0.2836,9,103
2,0,4,21,0,2,1,0.42,0.82,0.194,10,84
2,0,4,22,0,2,1,0.4,0.94,0.2985,7,54
2,0,4,23,0,2,1,0.4,0.94,0.2537,8,39
2,0,4,0,0,3,1,0.4,1,0.2985,3,15
2,0,4,1,0,3,1,0.4,1,0.2985,0,1
2,0,4,2,0,3,1,0.4,1,0.2985,0,2
2,0,4,3,0,3,1,0.4,0.94,0.3284,0,2
2,0,4,4,0,3,1,0.4,0.94,0.3284,1,3
2,0,4,5,0,3,1,0.38,0.94,0.2537,1,5
2,0,4,6,0,3,1,0.38,0.94,0.2239,1,34
2,0,4,7,0,3,1,0.36,1,0.2239,3,70
2,0,4,8,0,3,1,0.38,0.94,0.194,6,164
2,0,4,9,0,3,1,0.38,0.94,0.2239,2,65
2,0,4,10,0,3,1,0.4,0.87,0.194,4,46
2,0,4,11,0,3,1,0.42,0.82,0.194,4,61
2,0,4,12,0,3,1,0.42,0.82,0.2537,12,95
2,0,4,13,0,3,1,0.44,0.77,0.194,6,61
2,0,4,14,0,3,1,0.42,0.77,0.2537,24,106
2,0,4,15,0,3,1,0.44,0.72,0.2836,12,81
2,0,4,16,0,3,1,0.46,0.67,0.2836,23,142
2,0,4,17,0,3,1,0.46,0.67,0.2985,25,309
2,0,4,18,0,3,1,0.44,0.62,0.3881,28,321
2,0,4,19,0,3,1,0.44,0.62,0.2537,15,175
2,0,4,20,0,3,1,0.44,0.62,0.2537,7,126
2,0,4,21,0,3,1,0.42,0.67,0.1642,17,117
2,0,4,22,0,3,1,0.42,0.67,0.194,10,99
2,0,4,23,0,3,1,0.4,0.71,0.1343,5,62
2,0,4,0,0,4,1,0.38,0.76,0.1343,3,21
2,0,4,1,0,4,1,0.38,0.76,0.2239,1,10
2,0,4,2,0,4,1,0.36,0.76,0.1343,0,3
2,0,4,3,0,4,1,0.34,0.81,0.1343,0,2
2,0,4,4,0,4,1,0.34,0.76,0,1,9
2,0,4,5,0,4,1,0.34,0.76,0.0896,2,14
2,0,4,6,0,4,1,0.34,0.76,0.1045,4,70
2,0,4,7,0,4,1,0.38,0.66,0,11,193
2,0,4,8,0,4,1,0.42,0.58,0.1642,21,337
2,0,4,9,0,4,1,0.46,0.51,0.1343,18,170
2,0,4,10,0,4,1,0.5,0.51,0.194,21,89
2,0,4,11,0,4,1,0.52,0.45,0.1642,28,115
2,0,4,12,0,4,1,0.54,0.42,0.1343,35,145
2,0,4,13,0,4,1,0.56,0.37,0.2239,38,159
2,0,4,14,0,4,1,0.56,0.35,0.0896,36,137
2,0,4,15,0,4,1,0.6,0.31,0.0896,57,142
2,0,4,16,0,4,1,0.6,0.26,0.1045,49,202
2,0,4,17,0,4,1,0.6,0.28,0,50,388
2,0,4,18,0,4,1,0.56,0.3,0,47,337
2,0,4,19,0,4,1,0.54,0.32,0,37,259
2,0,4,20,0,4,1,0.5,0.51,0.194,22,169
2,0,4,21,0,4,1,0.46,0.63,0.1343,19,145
2,0,4,22,0,4,1,0.48,0.55,0.1045,22,104
2,0,4,23,0,4,1,0.46,0.59,0.1045,7,47
2,0,4,0,1,5,0,0.44,0.67,0,6,27
2,0,4,1,1,5,0,0.44,0.62,0,6,15
2,0,4,2,1,5,0,0.4,0.76,0,8,18
2,0,4,3,1,5,0,0.4,0.76,0,0,3
2,0,4,4,1,5,0,0.38,0.82,0.0896,0,3
2,0,4,5,1,5,0,0.36,0.81,0.1045,2,13
2,0,4,6,1,5,0,0.36,0.81,0.0896,5,47
2,0,4,7,1,5,0,0.4,0.71,0.1642,10,149
2,0,4,8,1,5,0,0.44,0.62,0.2985,21,300
2,0,4,9,1,5,0,0.5,0.55,0.194,16,178
2,0,4,10,1,5,0,0.5,0.55,0.194,31,122
2,0,4,11,1,5,0,0.52,0.55,0.194,41,136
2,0,4,12,1,5,0,0.52,0.55,0.2836,45,200
2,0,4,13,1,5,0,0.54,0.52,0.2537,47,180
2,0,4,14,1,5,0,0.54,0.52,0.2537,57,163
2,0,4,15,1,5,0,0.54,0.52,0.4478,50,162
2,0,4,16,1,5,0,0.52,0.55,0.4925,70,243
2,0,4,17,1,5,0,0.5,0.63,0.3881,64,331
2,0,4,18,1,5,0,0.46,0.67,0.3881,47,263
2,0,4,19,1,5,0,0.42,0.77,0.3881,41,209
2,0,4,20,1,5,0,0.4,0.76,0.3284,26,118
2,0,4,21,1,5,0,0.4,0.76,0.2985,25,102
2,0,4,22,1,5,0,0.38,0.82,0.3881,16,80
2,0,4,23,1,5,0,0.36,0.81,0.194,8,64
2,0,4,0,0,6,0,0.36,0.81,0.2239,7,43
2,0,4,1,0,6,0,0.36,0.87,0.2836,5,33
2,0,4,2,0,6,0,0.36,0.87,0.1343,5,24
2,0,4,3,0,6,0,0.36,0.87,0.1642,5,14
2,0,4,4,0,6,0,0.36,0.87,0.2239,1,5
2,0,4,5,0,6,0,0.38,0.87,0.2836,1,4
2,0,4,6,0,6,0,0.4,0.82,0.3284,1,10
2,0,4,7,0,6,0,0.4,0.82,0.4179,3,21
2,0,4,8,0,6,0,0.4,0.87,0.3582,7,45
2,0,4,9,0,6,0,0.4,1,0.2985,2,29
2,0,4,10,0,6,0,0.42,0.94,0.3881,1,22
2,0,4,11,0,6,0,0.42,0.94,0.4478,4,31
2,0,4,12,0,6,0,0.46,0.88,0.5821,6,32
2,0,4,13,0,6,0,0.46,0.94,0.5224,9,58
2,0,4,14,0,6,0,0.52,0.83,0.5821,14,63
2,0,4,15,0,6,0,0.52,0.83,0.5821,16,78
2,0,4,16,0,6,0,0.5,0.88,0.4627,6,33
2,0,4,17,0,6,0,0.5,0.88,0.5821,1,15
2,0,4,18,0,6,0,0.5,0.94,0.3881,6,38
2,0,4,19,0,6,0,0.52,0.94,0.4179,9,71
2,0,4,20,0,6,0,0.44,0.94,0.2239,4,53
2,0,4,21,0,6,0,0.44,0.94,0,1,14
2,0,4,22,0,6,0,0.42,1,0,2,24
2,0,4,23,0,6,0,0.44,0.77,0.2836,5,35
2,0,4,0,0,0,0,0.44,0.77,0.2836,4,33
2,0,4,1,0,0,0,0.42,0.67,0.2239,6,31
2,0,4,2,0,0,0,0.4,0.62,0.194,4,29
2,0,4,3,0,0,0,0.4,0.66,0.1343,12,25
2,0,4,4,0,0,0,0.36,0.76,0.1045,2,7
2,0,4,5,0,0,0,0.36,0.71,0.1642,2,3
2,0,4,6,0,0,0,0.36,0.66,0.4478,3,8
2,0,4,7,0,0,0,0.36,0.5,0.3582,2,16
2,0,4,8,0,0,0,0.38,0.46,0.3881,7,43
2,0,4,9,0,0,0,0.4,0.43,0.2836,31,102
2,0,4,10,0,0,0,0.42,0.44,0.4478,91,211
2,0,4,11,0,0,0,0.46,0.41,0.4179,119,304
2,0,4,12,0,0,0,0.46,0.38,0.3881,167,354
2,0,4,13,0,0,0,0.5,0.34,0.3881,181,343
2,0,4,14,0,0,0,0.52,0.34,0.3881,170,361
2,0,4,15,0,0,0,0.54,0.32,0.5224,179,388
2,0,4,16,0,0,0,0.54,0.3,0.3582,161,343
2,0,4,17,0,0,0,0.56,0.3,0.4478,143,306
2,0,4,18,0,0,0,0.56,0.3,0.3881,102,277
2,0,4,19,0,0,0,0.56,0.3,0.2985,75,210
2,0,4,20,0,0,0,0.52,0.36,0.194,44,141
2,0,4,21,0,0,0,0.5,0.42,0.194,13,83
2,0,4,22,0,0,0,0.5,0.39,0.1045,21,70
2,0,4,23,0,0,0,0.44,0.67,0.1642,19,56
2,0,4,0,0,1,1,0.46,0.47,0.0896,15,39
2,0,4,1,0,1,1,0.46,0.47,0.1343,11,19
2,0,4,2,0,1,1,0.42,0.67,0.1045,14,16
2,0,4,3,0,1,1,0.42,0.62,0.1045,6,7
2,0,4,4,0,1,1,0.4,0.87,0.1642,2,6
2,0,4,5,0,1,1,0.4,0.76,0.0896,0,16
2,0,4,6,0,1,1,0.4,0.82,0,3,54
2,0,4,7,0,1,1,0.46,0.63,0,12,168
2,0,4,8,0,1,1,0.46,0.63,0,20,297
2,0,4,9,0,1,1,0.5,0.55,0.1045,37,169
2,0,4,10,0,1,1,0.52,0.55,0.1045,41,109
2,0,4,11,0,1,1,0.54,0.52,0.0896,36,123
2,0,4,12,0,1,1,0.56,0.49,0.0896,60,184
2,0,4,13,0,1,1,0.56,0.49,0.1642,41,169
2,0,4,14,0,1,1,0.58,0.49,0.194,49,144
2,0,4,15,0,1,1,0.6,0.43,0.194,64,176
2,0,4,16,0,1,1,0.6,0.46,0.2836,40,205
2,0,4,17,0,1,1,0.58,0.49,0.2836,66,428
2,0,4,18,0,1,1,0.64,0.31,0.3582,41,362
2,0,4,19,0,1,1,0.56,0.46,0.2537,42,286
2,0,4,20,0,1,1,0.6,0.33,0.2985,29,165
2,0,4,21,0,1,1,0.56,0.37,0.2836,20,151
2,0,4,22,0,1,1,0.52,0.55,0.2836,9,90
2,0,4,23,0,1,1,0.5,0.59,0.2537,11,46
2,0,4,0,0,2,1,0.5,0.55,0.2239,2,25
2,0,4,1,0,2,1,0.46,0.63,0.2239,5,7
2,0,4,2,0,2,1,0.46,0.67,0.2836,8,13
2,0,4,3,0,2,1,0.48,0.63,0.2239,0,3
2,0,4,4,0,2,1,0.46,0.67,0.0896,1,5
2,0,4,5,0,2,1,0.46,0.72,0.194,1,18
2,0,4,6,0,2,1,0.48,0.67,0,2,65
2,0,4,7,0,2,1,0.52,0.55,0,22,188
2,0,4,8,0,2,1,0.5,0.68,0.1343,20,351
2,0,4,9,0,2,1,0.52,0.63,0.0896,23,162
2,0,4,10,0,2,1,0.5,0.72,0.2239,15,75
2,0,4,11,0,2,1,0.54,0.68,0.1642,19,72
2,0,4,12,0,2,1,0.54,0.64,0.0896,19,103
2,0,4,13,0,2,1,0.54,0.68,0.2239,26,129
2,0,4,14,0,2,1,0.54,0.64,0.194,19,107
2,0,4,15,0,2,1,0.54,0.65,0.1642,44,127
2,0,4,16,0,2,1,0.56,0.52,0.2985,30,192
2,0,4,17,0,2,1,0.56,0.6,0.1045,39,411
2,0,4,18,0,2,1,0.54,0.64,0.1343,44,421
2,0,4,19,0,2,1,0.5,0.72,0.194,28,276
2,0,4,20,0,2,1,0.5,0.72,0.2239,20,168
2,0,4,21,0,2,1,0.5,0.72,0.1343,8,122
2,0,4,22,0,2,1,0.48,0.77,0.0896,3,112
2,0,4,23,0,2,1,0.46,0.88,0.0896,11,52
2,0,4,0,0,3,1,0.44,0.88,0.1343,4,33
2,0,4,1,0,3,1,0.42,0.94,0.1642,2,7
2,0,4,2,0,3,1,0.42,0.94,0.1642,0,2
2,0,4,3,0,3,1,0.42,0.94,0,0,2
2,0,4,4,0,3,1,0.4,1,0.1045,5,9
2,0,4,5,0,3,1,0.4,0.94,0.194,1,15
2,0,4,6,0,3,1,0.42,0.94,0.1642,2,64
2,0,4,7,0,3,1,0.44,0.94,0,26,237
2,0,4,8,0,3,1,0.62,0.69,0.4627,22,396
2,0,4,9,0,3,1,0.66,0.61,0.2836,27,197
2,0,4,10,0,3,1,0.62,0.69,0.0896,45,131
2,0,4,11,0,3,1,0.62,0.69,0.0896,31,118
2,0,4,12,0,3,1,0.7,0.48,0.3881,28,145
2,0,4,13,0,3,1,0.7,0.48,0.3881,42,177
2,0,4,14,0,3,1,0.74,0.4,0.4627,33,148
2,0,4,15,0,3,1,0.76,0.35,0.3582,32,145
2,0,4,16,0,3,1,0.76,0.35,0.3582,54,255
2,0,4,17,0,3,1,0.74,0.37,0.4179,34,432
2,0,4,18,0,3,1,0.74,0.3,0.3582,56,441
2,0,4,19,0,3,1,0.7,0.32,0.2537,74,383
2,0,4,20,0,3,1,0.68,0.32,0.1045,31,225
2,0,4,21,0,3,1,0.66,0.36,0.2836,38,172
2,0,4,22,0,3,1,0.62,0.41,0.2537,12,117
2,0,4,23,0,3,1,0.6,0.4,0.3284,14,93
2,0,4,0,0,4,1,0.56,0.43,0.3582,11,44
2,0,4,1,0,4,1,0.52,0.45,0.2239,6,26
2,0,4,2,0,4,1,0.5,0.42,0.3881,3,13
2,0,4,3,0,4,1,0.46,0.51,0.4627,4,7
2,0,4,4,0,4,1,0.44,0.54,0.4478,2,6
2,0,4,5,0,4,1,0.42,0.54,0.5522,0,14
2,0,4,6,0,4,1,0.4,0.58,0.5821,2,75
2,0,4,7,0,4,1,0.42,0.47,0.4627,15,198
2,0,4,8,0,4,1,0.4,0.5,0.4925,19,365
2,0,4,9,0,4,1,0.42,0.47,0.2836,18,196
2,0,4,10,0,4,1,0.42,0.44,0.3582,25,98
2,0,4,11,0,4,1,0.44,0.41,0.2836,34,133
2,0,4,12,0,4,1,0.46,0.38,0.1642,49,199
2,0,4,13,0,4,1,0.48,0.33,0.3284,55,177
2,0,4,14,0,4,1,0.5,0.34,0.3881,68,228
2,0,4,15,0,4,1,0.52,0.29,0.4179,69,235
2,0,4,16,0,4,1,0.52,0.27,0.3582,66,294
2,0,4,17,0,4,1,0.5,0.29,0.1642,79,481
2,0,4,18,0,4,1,0.5,0.25,0.2836,71,452
2,0,4,19,0,4,1,0.46,0.28,0.2836,52,324
2,0,4,20,0,4,1,0.44,0.3,0.1343,28,204
2,0,4,21,0,4,1,0.42,0.47,0.194,25,184
2,0,4,22,0,4,1,0.42,0.38,0.0896,31,137
2,0,4,23,0,4,1,0.4,0.43,0.1045,13,99
2,0,4,0,0,5,1,0.36,0.62,0.194,3,33
2,0,4,1,0,5,1,0.36,0.53,0.2537,2,24
2,0,4,2,0,5,1,0.36,0.53,0.2985,2,9
2,0,4,3,0,5,1,0.36,0.53,0.2985,0,2
2,0,4,4,0,5,1,0.34,0.53,0.2836,1,3
2,0,4,5,0,5,1,0.34,0.53,0.2239,0,16
2,0,4,6,0,5,1,0.34,0.53,0.2836,2,49
2,0,4,7,0,5,1,0.34,0.53,0.2836,5,180
2,0,4,8,0,5,1,0.34,0.53,0.2537,15,346
2,0,4,9,0,5,1,0.34,0.61,0.2985,17,195
2,0,4,10,0,5,1,0.36,0.62,0.194,32,136
2,0,4,11,0,5,1,0.34,0.66,0.194,23,106
2,0,4,12,0,5,1,0.34,0.76,0.1343,19,80
2,0,4,13,0,5,1,0.34,0.87,0.194,3,40
2,0,4,14,0,5,1,0.34,0.87,0.2537,3,36
2,0,4,15,0,5,1,0.34,0.87,0.194,13,75
2,0,4,16,0,5,1,0.34,0.87,0.1343,4,62
2,0,4,17,0,5,1,0.32,0.93,0.2239,6,69
2,0,4,18,0,5,1,0.32,0.93,0.2239,4,51
2,0,4,19,0,5,1,0.32,0.93,0.2239,7,55
2,0,4,20,0,5,1,0.32,0.87,0.2239,8,47
2,0,4,21,0,5,1,0.3,0.93,0.1642,5,28
2,0,4,22,0,5,1,0.3,1,0.1343,3,24
2,0,4,23,0,5,1,0.32,0.93,0.1045,0,17
2,0,4,0,0,6,0,0.32,1,0.194,0,18
2,0,4,1,0,6,0,0.32,1,0.194,5,16
2,0,4,2,0,6,0,0.32,1,0.1343,3,17
2,0,4,3,0,6,0,0.32,1,0.0896,0,4
2,0,4,4,0,6,0,0.34,1,0,2,5
2,0,4,5,0,6,0,0.34,1,0,1,7
2,0,4,6,0,6,0,0.34,1,0.1642,0,11
2,0,4,7,0,6,0,0.34,1,0.1642,2,19
2,0,4,8,0,6,0,0.36,1,0.2537,15,47
2,0,4,9,0,6,0,0.38,0.94,0.2985,13,68
2,0,4,10,0,6,0,0.42,0.88,0.2239,36,129
2,0,4,11,0,6,0,0.46,0.88,0.2239,68,232
2,0,4,12,0,6,0,0.52,0.83,0.4179,94,291
2,0,4,13,0,6,0,0.52,0.83,0.3881,126,312
2,0,4,14,0,6,0,0.58,0.78,0.3582,182,391
2,0,4,15,0,6,0,0.6,0.73,0.3881,171,397
2,0,4,16,0,6,0,0.6,0.73,0.2836,180,426
2,0,4,17,0,6,0,0.6,0.73,0.3284,168,383
2,0,4,18,0,6,0,0.58,0.78,0.194,149,376
2,0,4,19,0,6,0,0.56,0.83,0.2836,84,283
2,0,4,20,0,6,0,0.54,0.88,0.2537,45,183
2,0,4,21,0,6,0,0.56,0.83,0.2836,32,135
2,0,4,22,0,6,0,0.58,0.78,0.2537,55,169
2,0,4,23,0,6,0,0.54,0.88,0.1642,31,117
2,0,4,0,0,0,0,0.52,0.83,0.2239,30,96
2,0,4,1,0,0,0,0.5,0.88,0.194,14,54
2,0,4,2,0,0,0,0.5,0.88,0.194,27,72
2,0,4,3,0,0,0,0.5,0.94,0.0896,4,24
2,0,4,4,0,0,0,0.5,0.94,0.0896,0,5
2,0,4,5,0,0,0,0.5,0.94,0.0896,5,12
2,0,4,6,0,0,0,0.5,1,0,10,13
2,0,4,7,0,0,0,0.5,1,0,16,27
2,0,4,8,0,0,0,0.52,0.94,0.2239,38,80
2,0,4,9,0,0,0,0.56,0.88,0.2537,73,177
2,0,4,10,0,0,0,0.6,0.78,0.1642,118,289
2,0,4,11,0,0,0,0.66,0.65,0.1343,124,317
2,0,4,12,0,0,0,0.68,0.65,0.2537,168,388
2,0,4,13,0,0,0,0.7,0.58,0.2836,205,441
2,0,4,14,0,0,0,0.7,0.54,0.3284,197,420
2,0,4,15,0,0,0,0.66,0.61,0.2537,167,369
2,0,4,16,0,0,0,0.74,0.48,0.3881,162,359
2,0,4,17,0,0,0,0.66,0.65,0.2985,142,331
2,0,4,18,0,0,0,0.64,0.69,0.1642,96,270
2,0,4,19,0,0,0,0.6,0.83,0.2836,62,194
2,0,4,20,0,0,0,0.6,0.83,0.2836,34,105
2,0,4,21,0,0,0,0.54,0.94,0.1642,8,61
2,0,4,22,0,0,0,0.54,1,0.1642,5,45
2,0,4,23,0,0,0,0.54,1,0.0896,5,42
2,0,4,0,0,1,1,0.52,1,0,2,12
2,0,4,1,0,1,1,0.54,1,0.0896,2,10
2,0,4,2,0,1,1,0.54,1,0.0896,1,10
2,0,4,3,0,1,1,0.5,1,0.1045,2,10
2,0,4,4,0,1,1,0.52,1,0,1,5
2,0,4,5,0,1,1,0.46,1,0,3,17
2,0,4,6,0,1,1,0.5,1,0,7,66
2,0,4,7,0,1,1,0.52,1,0.0896,13,196
2,0,4,8,0,1,1,0.56,0.88,0.1045,27,353
2,0,4,9,0,1,1,0.6,0.83,0.1343,27,174
2,0,4,10,0,1,1,0.64,0.73,0.2239,61,125
2,0,4,11,0,1,1,0.64,0.73,0.2239,53,147
2,0,4,12,0,1,1,0.66,0.74,0.2537,48,188
2,0,4,13,0,1,1,0.7,0.65,0.2239,57,203
2,0,4,14,0,1,1,0.72,0.54,0.2239,47,146
2,0,4,15,0,1,1,0.74,0.51,0.2239,50,175
2,0,4,16,0,1,1,0.7,0.54,0.3582,41,239
2,0,4,17,0,1,1,0.7,0.54,0.2985,80,521
2,0,4,18,0,1,1,0.68,0.57,0.3582,74,499
2,0,4,19,0,1,1,0.66,0.57,0.3284,62,382
2,0,4,20,0,1,1,0.66,0.61,0.2836,42,237
2,0,4,21,0,1,1,0.62,0.69,0.2537,41,190
2,0,4,22,0,1,1,0.6,0.73,0.2985,23,106
2,0,4,23,0,1,1,0.58,0.78,0.2836,9,62
2,0,4,0,0,2,1,0.62,0.69,0.2836,10,27
2,0,4,1,0,2,1,0.62,0.73,0.2836,16,21
2,0,4,2,0,2,1,0.56,0.83,0.3284,17,26
2,0,4,3,0,2,1,0.54,0.88,0.2836,17,21
2,0,4,4,0,2,1,0.56,0.83,0.2537,2,6
2,0,4,5,0,2,1,0.54,0.88,0.2537,0,16
2,0,4,6,0,2,1,0.56,0.88,0.2239,0,80
2,0,4,7,0,2,1,0.58,0.83,0.2985,16,270
2,0,4,8,0,2,1,0.58,0.83,0.2985,32,449
2,0,4,9,0,2,1,0.64,0.73,0.3582,35,199
2,0,4,10,0,2,1,0.66,0.69,0.3582,22,120
2,0,4,11,0,2,1,0.68,0.65,0.3881,40,172
2,0,4,12,0,2,1,0.7,0.61,0.4179,40,186
2,0,4,13,0,2,1,0.74,0.51,0.4478,37,176
2,0,4,14,0,2,1,0.72,0.58,0.3284,40,155
2,0,4,15,0,2,1,0.7,0.61,0.3582,34,153
2,0,4,16,0,2,1,0.7,0.58,0.3881,40,291
2,0,4,17,0,2,1,0.68,0.61,0.3582,66,521
2,0,4,18,0,2,1,0.68,0.65,0.4478,65,528
2,0,4,19,0,2,1,0.64,0.73,0.4179,42,328
2,0,4,20,0,2,1,0.64,0.73,0.3582,35,234
2,0,4,21,0,2,1,0.62,0.78,0.2836,33,195
2,0,4,22,0,2,1,0.6,0.83,0.194,32,148
2,0,4,23,0,2,1,0.6,0.83,0.2239,7,78
2,0,4,0,0,3,1,0.6,0.83,0.2239,3,27
2,0,4,1,0,3,1,0.6,0.83,0.2537,2,17
2,0,4,2,0,3,1,0.58,0.88,0.2537,0,5
2,0,4,3,0,3,1,0.58,0.88,0.2836,3,7
2,0,4,4,0,3,1,0.56,0.94,0.2239,0,6
2,0,4,5,0,3,1,0.56,0.94,0.2537,1,17
2,0,4,6,0,3,1,0.56,0.94,0.2537,5,84
2,0,4,7,0,3,1,0.58,0.88,0.2836,17,246
2,0,4,8,0,3,1,0.58,0.88,0.3284,31,444
2,0,4,9,0,3,1,0.6,0.88,0.4179,20,181
2,0,4,10,0,3,1,0.62,0.83,0.2836,26,92
2,0,4,11,0,3,1,0.64,0.78,0.2836,53,156
2,0,4,12,0,3,1,0.66,0.78,0.3284,38,173
2,0,4,13,0,3,1,0.64,0.78,0.2985,31,150
2,0,4,14,0,3,1,0.68,0.74,0.2836,29,148
2,0,4,15,0,3,1,0.7,0.65,0.4925,18,138
2,0,4,16,0,3,1,0.7,0.7,0.3881,29,218
2,0,4,17,0,3,1,0.66,0.83,0.3881,63,521
2,0,4,18,0,3,1,0.66,0.83,0.3881,46,412
2,0,4,19,0,3,1,0.62,0.78,0.2836,40,260
2,0,4,20,0,3,1,0.64,0.83,0.3284,30,218
2,0,4,21,0,3,1,0.62,0.88,0.2836,19,145
2,0,4,22,0,3,1,0.62,0.88,0.3284,18,129
2,0,4,23,0,3,1,0.62,0.88,0.3582,25,78
2,0,4,0,0,4,1,0.64,0.78,0.3582,13,54
2,0,4,1,0,4,1,0.62,0.83,0.3881,8,20
2,0,4,2,0,4,1,0.62,0.83,0.4478,14,21
2,0,4,3,0,4,1,0.64,0.78,0.3881,2,3
2,0,4,4,0,4,1,0.62,0.83,0.4179,4,9
2,0,4,5,0,4,1,0.62,0.83,0.3881,0,13
2,0,4,6,0,4,1,0.64,0.78,0.4627,7,86
2,0,4,7,0,4,1,0.64,0.78,0.4478,14,215
2,0,4,8,0,4,1,0.66,0.78,0.4478,31,398
2,0,4,9,0,4,1,0.62,0.88,0.3284,18,183
2,0,4,10,0,4,1,0.62,0.88,0.2836,9,54
2,0,4,11,0,4,1,0.62,0.83,0.2836,10,84
2,0,4,12,0,4,1,0.62,0.78,0.2537,23,107
2,0,4,13,0,4,1,0.62,0.83,0.2985,18,121
2,0,4,14,0,4,1,0.62,0.83,0.2985,21,142
2,0,4,15,0,4,1,0.66,0.69,0.3284,46,163
2,0,4,16,0,4,1,0.62,0.78,0.2537,42,270
2,0,4,17,0,4,1,0.64,0.47,0.3582,49,455
2,0,4,18,0,4,1,0.64,0.47,0.3582,44,530
2,0,4,19,0,4,1,0.62,0.43,0.2985,57,404
2,0,4,20,0,4,1,0.58,0.43,0.2239,49,269
2,0,4,21,0,4,1,0.56,0.46,0.1343,27,194
2,0,4,22,0,4,1,0.54,0.45,0.1642,34,153
2,0,4,23,0,4,1,0.54,0.39,0.0896,29,110
2,0,4,0,0,5,1,0.52,0.39,0.2836,11,48
2,0,4,1,0,5,1,0.5,0.45,0.0896,10,31
2,0,4,2,0,5,1,0.46,0.63,0.1045,2,10
2,0,4,3,0,5,1,0.46,0.59,0.0896,1,5
2,0,4,4,0,5,1,0.46,0.51,0.1343,0,6
2,0,4,5,0,5,1,0.46,0.47,0.1343,0,25
2,0,4,6,0,5,1,0.5,0.45,0.2836,4,71
2,0,4,7,0,5,1,0.52,0.42,0.194,18,240
2,0,4,8,0,5,1,0.54,0.39,0.2985,35,421
2,0,4,9,0,5,1,0.54,0.39,0.3284,45,230
2,0,4,10,0,5,1,0.56,0.4,0.2836,57,156
2,0,4,11,0,5,1,0.6,0.38,0.2239,49,157
2,0,4,12,0,5,1,0.56,0.37,0.2836,63,223
2,0,4,13,0,5,1,0.56,0.37,0.2985,74,308
2,0,4,14,0,5,1,0.6,0.35,0.3284,58,248
2,0,4,15,0,5,1,0.56,0.4,0.2985,77,252
2,0,4,16,0,5,1,0.54,0.42,0.3582,59,299
2,0,4,17,0,5,1,0.52,0.45,0.3881,75,508
2,0,4,18,0,5,1,0.52,0.48,0.3582,55,439
2,0,4,19,0,5,1,0.46,0.55,0.3284,40,270
2,0,4,20,0,5,1,0.48,0.48,0.2239,34,194
2,0,4,21,0,5,1,0.46,0.51,0.194,50,195
2,0,4,22,0,5,1,0.42,0.58,0.1642,36,146
2,0,4,23,0,5,1,0.44,0.54,0.0896,25,113
2,0,4,0,0,6,0,0.44,0.54,0.2537,33,106
2,0,4,1,0,6,0,0.44,0.54,0.1642,15,74
2,0,4,2,0,6,0,0.44,0.54,0.2239,12,65
2,0,4,3,0,6,0,0.42,0.54,0.194,4,17
2,0,4,4,0,6,0,0.42,0.54,0.2239,2,7
2,0,4,5,0,6,0,0.42,0.54,0.3881,3,7
2,0,4,6,0,6,0,0.4,0.58,0.2836,10,21
2,0,4,7,0,6,0,0.4,0.54,0.3881,21,48
2,0,4,8,0,6,0,0.4,0.54,0.2985,21,91
2,0,4,9,0,6,0,0.44,0.51,0.3582,35,156
2,0,4,10,0,6,0,0.48,0.44,0.3881,94,279
